MARCHE,CLT AGE,PROFESSION,CLT PUB/PRIV,NATIONALITE,RES,CLT CATEGORIE,PTF,TYPE PTF,SEGMENT,SOUS_SEG,CLT REV MENS NET,MMM,VOLUME DES REVENUS,CREDIT CONSO,CREDIT IMMO,ENC DEBIT,PD,TOT DES CREDITS,CLASSE DE RISQUE,PRIME_ASSURANCE
PART,44,Employ√©s de bureau,N_D,TUNISIA,TUNISIA,7000,4024,PRINCIPAL,HAUT DE GAMME,2 PATRIMONIAUX,,18303.569,11703.127,0,102446.87,0,0.03,102446.87,0,1383.032745
PART,41,Autres cadres sup√©rieurs,PRIVE,TUNISIA,TUNISIA,7000,6164,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI…,,2068.472,842.674,0,59079.259,0,0.03,59079.259,0,797.5699965
PART,62,Dirigeants et g√©rants dans l'agriculture et la p√™che,PRIVE,TUNISIA,TUNISIA,7000,4595,PRINCIPAL,HAUT DE GAMME,2 PATRIMONIAUX,23250,9505.219,4173.788,18851.523,85421.363,-29512.092,0.03,74760.794,0,1009.270719
PRO,50,Artisans (autres),N_D,TUNISIA,TUNISIA,7000,5803,AUX,CLASSE MOYENNE,3 CM - PRO,2500,2382.527,312.347,21525.418,40250.233,0,0.03,61775.651,0,833.9712885
PRO,47,Avocats,N_D,TUNISIA,TUNISIA,7000,4024,PRINCIPAL,HAUT DE GAMME,3 PL,2000,3943.636,0,0,27361.292,-654.604,0.03,26706.688,0,360.540288
PART,48,Cadres moyens dans l'administration publique,PUBLIC,TUNISIA,TUNISIA,7000,3893,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI…,1628,1882.993,94.993,0,37395.08,0,0.03,37395.08,0,504.83358
PART,48,Autres cadres sup√©rieurs,PRIVE,TUNISIA,TUNISIA,7000,2819,PRINCIPAL,HAUT DE GAMME,4 AFFLUENT,5006,7384.203,0,13756.21,160657.187,-19808.233,0.03,154605.164,0,2087.169714
PART,60,Autres cadres sup√©rieurs,PUBLIC,TUNISIA,TUNISIA,7000,4194,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI…,1640,1926.832,4801.305,956.005,66990.497,0,0.03,67946.502,0,917.277777
PART,43,Employ√©s de bureau,PUBLIC,TUNISIA,TUNISIA,7000,4213,PRINCIPAL,HAUT DE GAMME,2 PATRIMONIAUX,1500,1317.962,0,0,66845.513,-4662.435,0.03,62183.078,0,839.471553
PRO,47,Agriculteurs,PRIVE,TUNISIA,TUNISIA,7000,6333,PRINCIPAL,CLASSE MOYENNE,3 CM - PRO,1000,2678.571,71.893,0,190681.883,-8539.123,0.03,182142.76,0,2458.92726
PART,42,Cadres moyens dans l'industrie,PRIVE,TUNISIA,TUNISIA,7000,5760,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI…,3742,4227.292,3599.819,4052.868,91090.431,-1989.64,0.03,93153.659,0,1257.574397
PART,43,Techniciens (autres),PRIVE,TUNISIA,TUNISIA,7000,3078,PRINCIPAL,HAUT DE GAMME,2 PATRIMONIAUX,650,47104.433,10950.395,47479.257,23735.507,-11363.994,0.03,59850.77,0,807.985395
PRO,45,M√©decins sp√©cialistes,PUBLIC,TUNISIA,TUNISIA,7000,2820,PRINCIPAL,HAUT DE GAMME,3 PL,3194,1763.736,19077.632,0,48619.46,0,0.03,48619.46,0,656.36271
PRO,48,Architectes et urbanistes,N_D,TUNISIA,TUNISIA,7000,4323,PRINCIPAL,HAUT DE GAMME,3 PL,3000,17007.315,6883.09,0,197004.621,0,0.03,197004.621,0,2659.562384
PART,57,Cadres moyens dans les autres services,PRIVE,TUNISIA,TUNISIA,7000,4445,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI…,1500,1860.484,0,0,36717.88,-1399.779,0.03,35318.101,0,476.7943635
PART,35,Cadres moyens dans l'administration publique,PUBLIC,TUNISIA,TUNISIA,7000,4194,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI…,1168,863.369,0,0,34413.439,-476.702,0.03,33936.737,0,458.1459495
PRO,57,Conseillers et consultants,N_D,TUNISIA,TUNISIA,6000,5855,PRINCIPAL,HAUT DE GAMME,3 PL,3000,15780.108,5111.326,49169.821,60434.208,-18396.584,0.03,91207.445,0,1231.300508
PART,46,Cadres sup√©rieurs des services administratifs et financiers,PRIVE,TUNISIA,TUNISIA,7000,4323,NConq,GRAND PUBLIC,2 GP - …PARGNANT,2000,3071.713,8913.369,0,80000,0,0.03,80000,0,1080
PART,38,Cadres moyens dans les autres services,PRIVE,TUNISIA,TUNISIA,7000,2819,PRINCIPAL,HAUT DE GAMME,2 PATRIMONIAUX,1100,6305.113,4358.036,37489.44,49551.205,-4615.965,0.03,82424.68,0,1112.73318
PRO,33,Pharmaciens,N_D,TUNISIA,TUNISIA,6000,2820,PRINCIPAL,HAUT DE GAMME,3 PL,17388.8,112636.173,63901.1694,91446.919,157622.536,-80401.956,0.03,168667.499,0,2277.011237
PART,48,Autres cadres sup√©rieurs,PRIVE,TUNISIA,TUNISIA,7000,2820,PRINCIPAL,HAUT DE GAMME,2 PATRIMONIAUX,8743,10312.145,9103.591,42209.596,98400.476,-4637.133,0.03,135972.939,0,1835.634677
PART,52,Directeurs d'entreprises,PRIVE,TUNISIA,TUNISIA,7000,2820,PRINCIPAL,HAUT DE GAMME,4 AFFLUENT,8988.294,9277.675,9253.398,38043.492,104629.494,-4122.903,0.03,138550.083,0,1870.426121
PART,45,Employ√©s de bureau,PUBLIC,TUNISIA,TUNISIA,7000,6149,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI…,1145,1113.19,0,0,46469.116,-3027.176,0.03,43441.94,0,586.46619
PART,51,Directeurs d'entreprises,PRIVE,TUNISIA,TUNISIA,7000,3202,PRINCIPAL,HAUT DE GAMME,4 AFFLUENT,8857,9291.979,0,41508.944,238722.663,-7303.871,0.03,272927.736,0,3684.524436
PART,54,Cadres moyens dans les autres services,PRIVE,TUNISIA,TUNISIA,7000,4035,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI…,,3171.419,11186.91,0,20445.689,-5.901,0.03,20439.788,0,275.937138
PART,60,Conducteurs dans le transport de marchandises,PRIVE,TUNISIA,TUNISIA,7000,4595,PRINCIPAL,HAUT DE GAMME,2 PATRIMONIAUX,1000,13854.898,5270.997,0,128754.222,-13962.288,0.03,114791.934,0,1549.691109
PART,49,Employ√©s de bureau,PUBLIC,TUNISIA,TUNISIA,7000,4445,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI…,0,1767.552,3752.22,0,43089.391,0,0.03,43089.391,0,581.7067785
PART,43,Cadres moyens dans l'administration publique,PUBLIC,TUNISIA,TUNISIA,7000,5803,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI…,1103,985.767,0,0,41717.88,-3298.212,0.03,38419.668,0,518.665518
TRE,43,Ing√©nieurs,PRIVE,TUNISIA,CANADA,7150,4595,PRINCIPAL,TRE,1 TRE - HG,10000,37448.08197,8900.928081,31900.049,44078.981,0,0.03,75979.03,0,1025.716905
PART,59,Enseignants de l'enseignement secondaire,PUBLIC,TUNISIA,TUNISIA,7000,4194,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI…,2313,2034.353,0,3765.827,74481.222,-2213.567,0.03,76033.482,0,1026.452007
PART,46,Techniciens (autres),PUBLIC,TUNISIA,TUNISIA,7000,5803,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI…,1095,1085.24,3456.083,6038.685,25669.968,-4215.591,0.03,27493.062,0,371.156337
PRO,31,Commer√ßants dans l'habillement et la chaussure,N_D,TUNISIA,TUNISIA,7000,3893,PRINCIPAL,JEUNES,5 AUTRES JDA,3000,3154.2,10.518,0,42519.086,-1424.445,0.03,41094.641,0,554.7776535
PART,46,Cadres moyens dans l'administration publique,PUBLIC,TUNISIA,TUNISIA,7000,4575,NConq,CLASSE MOYENNE,1 CM - SALARI…,1100,1900.737,9314.373,0,62326.924,0,0.03,62326.924,0,841.413474
PRO,53,M√©decins g√©n√©ralistes,PRIVE,TUNISIA,TUNISIA,7000,2820,NConq,HAUT DE GAMME,3 PL,,16.965,6073.94,0,98504.224,0,0.03,98504.224,0,1329.807024
PART,40,Directeurs d'entreprises,PRIVE,TUNISIA,TUNISIA,7000,4445,PRINCIPAL,HAUT DE GAMME,2 PATRIMONIAUX,,61981.03,19762.915,0,141866.921,-1627.974,0.03,140238.947,0,1893.225785
PART,51,Sans profession,N_D,TUNISIA,TUNISIA,7000,5760,AUX,GRAND PUBLIC,1 GP - ACTIFS,400,888.461,17.533,0,12868.977,-254.904,0.03,12614.073,0,170.2899855
PART,47,Cadres moyens dans les autres services,PRIVE,TUNISIA,TUNISIA,7000,6164,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI…,831,1076.024,0,0,2763.187,-1727.838,0.03,1035.349,0,13.9772115
PART,60,Enseignants de l'enseignement secondaire,PUBLIC,TUNISIA,TUNISIA,7000,4445,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI…,1626,2103.538,7378.703,0,67701.024,-564.121,0.03,67136.903,0,906.3481905
PART,59,Cadres moyens dans les autres services,PRIVE,TUNISIA,TUNISIA,7000,4445,PRINCIPAL,HAUT DE GAMME,4 AFFLUENT,,7666.634,31516.78,22014.229,8232.018,-143.028,0.03,30103.219,0,406.3934565
PRO,58,Commer√ßants (autres),N_D,TUNISIA,TUNISIA,7000,4035,PRINCIPAL,GRAND PUBLIC,3 GP - PRO,1850,4499.038,4444.266,6796.03,50825.947,0,0.03,57621.977,0,777.8966895
PRO,38,Commer√ßants (autres),PRIVE,TUNISIA,TUNISIA,7000,6162,PRINCIPAL,CLASSE MOYENNE,3 CM - PRO,1500,16087.751,1363.26,0,3353.906,-47.14,0.03,3306.766,0,44.641341
PART,47,Directeurs d'entreprises,N_D,TUNISIA,TUNISIA,7000,4323,PRINCIPAL,HAUT DE GAMME,2 PATRIMONIAUX,,3938.883,1533.634,0,16504.806,0,0.03,16504.806,0,222.814881
PART,63,Retrait√©s,PUBLIC,TUNISIA,TUNISIA,7000,4445,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI…,2225,2707.854,0,4919.517,25026.708,-3224.972,0.03,26721.253,0,360.7369155
PART,51,Employ√©s de bureau,PUBLIC,TUNISIA,TUNISIA,7000,4194,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI…,1681,1232.055,0,1843.338,64188.379,-3461.319,0.03,62570.398,0,844.700373
PART,21,El√®ves,N_D,TUNISIA,TUNISIA,7000,2819,PRINCIPAL,HAUT DE GAMME,4 AFFLUENT,,3379.12,10573.881,0,185751.795,-1603.895,0.03,184147.9,0,2485.99665
PART,54,Directeurs d'entreprises,PUBLIC,TUNISIA,TUNISIA,7000,3078,PRINCIPAL,HAUT DE GAMME,2 PATRIMONIAUX,10000,4739.01,0,35751.155,238379.362,-24897.948,0.03,249232.569,0,3364.639682
PRO,61,Pharmaciens,N_D,TUNISIA,TUNISIA,6000,4213,NConq,HAUT DE GAMME,3 PL,10000,235177.825,45098.159,50000,196309.921,-43817.437,0.03,202492.484,0,2733.648534
PRO,53,Conseillers et consultants,PRIVE,TUNISIA,TUNISIA,7000,,N_D,HAUT DE GAMME,3 PL,1,19462.962,11684.706,0,92000,0,0.03,92000,0,1242
PART,55,Ouvriers dans autres secteurs,PUBLIC,TUNISIA,TUNISIA,7000,4045,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI√â,5102.93,1004.427,75.81,4429.997,36313.841,42827.06,0.4422,39398.3,1,0
PART,43,Dirigeants et g√É¬©rants dans les services,PRIVE,TUNISIA,TUNISIA,7000,3893,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI√â,859.41,8103.154,6943.479,15179.576,6910.399,35931.12,0.95,22089.975,1,0
PART,56,Enseignants de l'enseignement secondaire,PUBLIC,TUNISIA,TUNISIA,7000,5699,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI√â,4778.24,1059.889,268.027,0,49138.731,4157.7,0.0613,47313.436,1,0
PART,40,Forces Arm√©es,PUBLIC,TUNISIA,TUNISIA,7000,5760,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI…,2263,2398.628,24.338,14805.013,32424.021,-1373.568,0.03,45855.466,0,619.048791
PART,44,Cadres moyens dans l'administration publique,PUBLIC,TUNISIA,TUNISIA,7000,4045,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI…,2264,2488.05,7.658,0,107082.942,-2215.84,0.03,104867.102,0,1415.705877
PART,45,Cadres moyens des services administratifs et financiers,PRIVE,TUNISIA,TUNISIA,7000,5760,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI…,1200,1427.252,1069.408,0,30799.534,0,0.03,30799.534,0,415.793709
PART,48,Techniciens (autres),PRIVE,TUNISIA,TUNISIA,7000,4482,AUX,GRAND PUBLIC,1 GP - ACTIFS,2355.83,492.815,1677.596,0,11571.907,49272.75,0.95,11571.907,1,0
PRO,27,P√É¬™cheurs,PRIVE,TUNISIA,TUNISIA,7000,3893,AUX,GRAND PUBLIC,3 GP - PRO,3827.28,1738.696,343.867,2648.702,11325.008,39616.99,0.5398,8303.638,1,0
PART,39,Employ√É¬©s de bureau,PUBLIC,TUNISIA,TUNISIA,7000,6149,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI√â,2780.57,1113.19,0,0,46469.116,35977.08,0.6823,43441.94,1,0
PART,45,Cadres moyens dans les autres services,PRIVE,TUNISIA,TUNISIA,7000,3353,PRINCIPAL,HAUT DE GAMME,2 PATRIMONIAUX,5488.87,13128.841,44138.765,0,65126.873,5971.52,0.07,65126.873,1,0
PART,69,Enseignants de l'enseignement primaire,PUBLIC,TUNISIA,TUNISIA,7000,4206,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI√â,5393.13,1600.293,0,0,17095.602,14093.86,0.1694,15979.512,1,0
PART,45,Cadres moyens dans l'administration publique,PUBLIC,TUNISIA,TUNISIA,7000,4045,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI√â,1710.07,2365.498,0,12008.489,94335.938,30795.66,0.9366,103307.912,1,0
PART,25,Autres cadres sup√É¬©rieurs,PRIVE,TUNISIA,TUNISIA,7000,3639,PRINCIPAL,HAUT DE GAMME,2 PATRIMONIAUX,2580.97,11353.086,411.913,0,102282.902,9609.68,0.2128,102282.902,1,0
PART,45,Cadres moyens dans l'administration publique,PUBLIC,TUNISIA,TUNISIA,7000,6162,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI√â,5489.48,2682.014,6309.579,0,27535.828,48686.48,0.4656,27535.828,1,0
PART,73,Agents de la force publique,PUBLIC,TUNISIA,TUNISIA,7000,4212,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI√â,1842.91,2411.114,3506.067,0,84390.084,48213.62,0.95,80303.68,1,0
PART,72,Employ√É¬©s de bureau,PUBLIC,TUNISIA,TUNISIA,7000,4045,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI√â,4335.82,873.618,13.683,3804.308,11852.571,7180.52,0.1074,13922.438,1,0
PART,26,Employ√É¬©s de bureau,PUBLIC,TUNISIA,TUNISIA,7000,4194,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI√â,4116.74,1232.055,0,1843.338,64188.379,7461.76,0.0948,62570.398,1,0
PART,34,Retrait√É¬©s,PUBLIC,TUNISIA,TUNISIA,7000,6333,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI√â,3429.59,3142.582,2525.624,0,38191.101,40179.94,0.602,38191.101,1,0
PART,45,Cadres moyens dans l'administration publique,PUBLIC,TUNISIA,TUNISIA,7000,5760,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI√â,1481.46,2053.22,4911.868,0,26440.411,8568.9,0.2987,24299.438,1,0
PART,21,Cadres moyens des services administratifs et financiers,PUBLIC,TUNISIA,TUNISIA,7000,2819,PRINCIPAL,HAUT DE GAMME,2 PATRIMONIAUX,3196.07,5029.515,879.583,0,125847.435,5415.16,0.1154,124246.187,1,0
PRO,26,Commer√É¬ßants dans l'alimentation g√É¬©n√É¬©rale,N_D,TUNISIA,TUNISIA,6000,2819,PRINCIPAL,HAUT DE GAMME,5 HG - PRO,1622.97,76272.651,18591.87,31328.973,237835.526,31539.16,0.95,159641.604,1,0
PRO,62,Commer√É¬ßants (autres),N_D,TUNISIA,TUNISIA,6000,3078,PRINCIPAL,HAUT DE GAMME,5 HG - PRO,4468.51,237153.088,0,50000,261832.666,3332.59,0.0422,298091.349,0,4024.233212
PRO,25,Commer√É¬ßants dans l'alimentation g√É¬©n√É¬©rale,N_D,TUNISIA,TUNISIA,7000,5604,PRINCIPAL,CLASSE MOYENNE,3 CM - PRO,5570.26,3234.89,5724.616,17460.677,13715.899,8236.87,0.1078,18657.89,1,0
PART,64,Employ√É¬©s de bureau,PUBLIC,TUNISIA,TUNISIA,7000,4212,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI√â,5792.86,2524.845,302.089,5417.169,55101.845,35028.1,0.3345,60519.014,1,0
PART,38,Cadres moyens dans l'administration publique,PUBLIC,TUNISIA,TUNISIA,7000,4045,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI√â,1840.45,2365.498,0,12008.489,94335.938,36393.77,0.95,103307.912,1,0
PART,37,Employ√É¬©s de bureau,N_D,TUNISIA,TUNISIA,7000,4024,PRINCIPAL,HAUT DE GAMME,2 PATRIMONIAUX,5408.91,18303.569,11703.127,0,102446.87,2047.33,0.0481,102446.87,0,1383.032745
PART,74,Cadres moyens dans l'administration publique,PUBLIC,TUNISIA,TUNISIA,7000,4045,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI√â,4311.7,2365.498,0,12008.489,94335.938,18509.33,0.2438,103307.912,1,0
PART,41,Enseignants de l'enseignement primaire,PUBLIC,TUNISIA,TUNISIA,7000,4445,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI√â,1496.87,1902.731,19.012,0,55163.904,39515.19,0.95,54150.072,1,0
PRO,59,Conducteurs dans le transport public,N_D,TUNISIA,TUNISIA,6000,4584,AUX,GRAND PUBLIC,3 GP - PRO,4159.54,1614.23,561.889,13576.005,5376.71,41310.8,0.5048,17936.631,1,0
PART,41,Employ√©s de bureau,PUBLIC,TUNISIA,TUNISIA,7000,4206,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI…,1452,1440.573,16.686,0,42992.718,-2291.429,0.03,40701.289,0,549.4674015
PART,49,Ouvriers dans autres secteurs,PUBLIC,TUNISIA,TUNISIA,7000,4045,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI…,1256,1004.427,75.81,4429.997,36313.841,-1345.538,0.03,39398.3,0,531.87705
PART,40,Employ√©s de bureau,PUBLIC,TUNISIA,TUNISIA,7000,4206,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI…,1519,2589.028,0,0,61216.451,-1124.671,0.03,60091.78,0,811.23903
PART,44,Cadres moyens dans l'administration publique,PUBLIC,TUNISIA,TUNISIA,7000,4045,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI…,1128,930.886,131.373,0,48008.648,0,0.03,48008.648,0,648.116748
PART,34,Agents de la force publique,PUBLIC,TUNISIA,TUNISIA,7000,6149,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI…,1503,3033.069,11.482,0,63460.707,-1327.63,0.03,62133.077,0,838.7965395
PART,55,Cadres moyens dans l'administration publique,PUBLIC,TUNISIA,TUNISIA,7000,4045,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI…,1453,1324.377,47.715,0,58017.922,-567.195,0.03,57450.727,0,775.5848145
PART,50,Employ√©s de bureau,PUBLIC,TUNISIA,TUNISIA,7000,4045,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI…,1110,1339.29,0,0,38652.217,-1280.345,0.03,37371.872,0,504.520272
PART,51,Employ√©s de bureau,PUBLIC,TUNISIA,TUNISIA,7000,4045,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI…,1175,1149.371,72.116,1212.18,22078.404,-1949.338,0.03,21341.246,0,288.106821
PART,40,Employ√©s de bureau,PUBLIC,TUNISIA,TUNISIA,7000,4045,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI…,2522,2862.172,215.361,3847.955,22473.155,0,0.03,26321.11,0,355.334985
PART,51,Employ√©s de bureau,PUBLIC,TUNISIA,TUNISIA,7000,4206,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI…,1211,1009.948,14.093,964.715,25109.586,-925.75,0.03,25148.551,0,339.5054385
PART,35,Enseignants de l'enseignement primaire,PUBLIC,TUNISIA,TUNISIA,7000,4045,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI√â,4197.94,1911.725,0,4497.586,18296.475,22674.19,0.3043,22759.452,1,0
PART,33,Cadres moyens dans l'administration publique,PUBLIC,TUNISIA,TUNISIA,7000,4206,PRINCIPAL,HAUT DE GAMME,4 AFFLUENT,5812.74,4742.095,0,25351.766,74525.904,30851.29,0.2991,98720.786,1,0
TRE,45,Autres cadres sup√É¬©rieurs,PRIVE,TUNISIA,FRANCE,7150,3078,PRINCIPAL,TRE,1 TRE - HG,2358.1,2347.252,14.927,0,14333.853,45066.66,0.95,13850.377,1,0
PART,40,Cadres moyens dans l'administration publique,PUBLIC,TUNISIA,TUNISIA,7000,4212,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI√â,4056.49,2553.158,45.393,5092.252,33694.746,20759.74,0.2794,38786.998,1,0
PRO,48,Artisans (autres),N_D,TUNISIA,TUNISIA,7000,5803,AUX,CLASSE MOYENNE,3 CM - PRO,4522.16,2382.527,312.347,21525.418,40250.233,40276.95,0.4711,61775.651,1,0
PART,58,Ouvriers dans autres secteurs,PUBLIC,TUNISIA,TUNISIA,7000,6333,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI√â,5966.7,1717.145,2943.027,8229.414,10366.198,44142.06,0.389,18545.012,1,0
PRO,45,Conseillers et consultants,N_D,TUNISIA,TUNISIA,7000,4575,PRINCIPAL,HAUT DE GAMME,3 PL,2289.21,3752.877,2797.732,17430.929,9811.041,27547.41,0.6268,25298.273,1,0
PART,60,Dirigeants et g√É¬©rants dans l'industrie,PRIVE,TUNISIA,TUNISIA,7000,3353,PRINCIPAL,HAUT DE GAMME,4 AFFLUENT,2335.58,3506.868,1143.445,36702.557,43003.561,38364.99,0.8424,71457.834,1,0
PART,48,Directeurs d'entreprises,PRIVE,TUNISIA,TUNISIA,7000,3353,PRINCIPAL,HAUT DE GAMME,2 PATRIMONIAUX,30000,10711.633,0.5876,0,120253.799,-23102.68,0.03,97151.119,0,1311.540107
PART,60,Dirigeants et g√©rants dans l'industrie,PRIVE,TUNISIA,TUNISIA,7000,3353,PRINCIPAL,HAUT DE GAMME,4 AFFLUENT,12295,3506.868,1143.445,36702.557,43003.561,-8248.284,0.03,71457.834,0,964.680759
PART,43,Employ√©s de bureau,PUBLIC,TUNISIA,TUNISIA,7000,4045,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI…,2164,3331.948,75.804,8775.223,21385.927,-1305.499,0.03,28855.651,0,389.5512885
PART,59,Autres cadres sup√©rieurs,PUBLIC,TUNISIA,TUNISIA,7000,4206,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI…,2796,2591.178,8717.862,0,98915.817,0,0.03,98915.817,0,1335.36353
PART,54,Cadres moyens dans les autres services,PRIVE,TUNISIA,TUNISIA,7000,5604,PRINCIPAL,GRAND PUBLIC,1 GP - ACTIFS,2200,1400.681,431.283,0,13026.326,-11227.703,0.03,1798.623,0,24.2814105
PART,48,Cadres moyens dans l'administration publique,PUBLIC,TUNISIA,TUNISIA,7000,4045,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI√â,3484.44,1764.908,3833.654,15000,26141.003,16831.98,0.2571,41141.003,1,0
PART,29,Techniciens (autres),PRIVE,TUNISIA,TUNISIA,7000,4024,PRINCIPAL,HAUT DE GAMME,4 AFFLUENT,4317.45,7649.346,41299.192,44922.779,48708.973,20176.12,0.2707,93631.752,1,0
PART,67,Techniciens (autres),PRIVE,TUNISIA,TUNISIA,7000,3078,PRINCIPAL,HAUT DE GAMME,4 AFFLUENT,4014.55,12200.709,18.638,0,64053.873,33382.45,0.4379,60627.995,1,0
PART,59,Agents de la force publique,PUBLIC,TUNISIA,TUNISIA,7000,4213,PRINCIPAL,HAUT DE GAMME,4 AFFLUENT,4947.11,2635.874,73.434,7583.459,78347.832,813.02,0.0325,84019.785,0,1134.267098
PART,50,M√É¬©decins de la fonction publique et assimil√É¬©s,PUBLIC,TUNISIA,TUNISIA,7000,2819,PRINCIPAL,HAUT DE GAMME,4 AFFLUENT,1976.23,807.692,11.096,0,40527.816,3138.98,0.0894,39781.205,1,0
PART,29,Chauffeurs de taxis et conducteurs d'automobiles et de camionnettes,PRIVE,TUNISIA,TUNISIA,7000,3353,PRINCIPAL,HAUT DE GAMME,4 AFFLUENT,2360.85,4836.208,6103.629,27604.218,31491.523,5233.81,0.142,57665.39,1,0
PART,41,Agents de la force publique,PUBLIC,TUNISIA,TUNISIA,7000,4212,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI√â,5725.27,2149.012,0,0,84773.016,20399.29,0.2176,82711.964,1,0
PRO,37,Commer√É¬ßants (autres),N_D,TUNISIA,TUNISIA,7000,5604,PRINCIPAL,CLASSE MOYENNE,3 CM - PRO,3505.11,14834.395,18348.844,0,15466.016,49657.63,0.7378,14944.873,1,0
PART,30,Ouvriers dans autres secteurs,PRIVE,TUNISIA,TUNISIA,7000,6162,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI√â,3973.26,1553.647,15.523,5992.474,20826.773,29793.58,0.3934,24592.398,1,0
PART,33,Retrait√É¬©s,PUBLIC,TUNISIA,TUNISIA,7000,5760,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI√â,5246.31,3230.885,2367.79,21140.384,11534.329,37428.68,0.373,31232.188,1,0
PART,28,Enseignants de l'enseignement primaire,PUBLIC,TUNISIA,TUNISIA,7000,3202,PRINCIPAL,HAUT DE GAMME,4 AFFLUENT,1998.53,9110.079,18920.731,0,6038.935,2955.2,0.1105,1343.431,1,0
PART,43,Techniciens (autres),PRIVE,TUNISIA,TUNISIA,7000,3893,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI√â,2139.65,1582.849,47.406,0,15795.827,46365.15,0.95,13300.22,1,0
PRO,63,Artisans (autres),N_D,TUNISIA,TUNISIA,7000,6162,PRINCIPAL,CLASSE MOYENNE,3 CM - PRO,1067.01,4463.545,13338.447,20362.269,12034.336,43760.15,0.95,29344.767,1,0
PART,24,Employ√É¬©s de bureau,PRIVE,TUNISIA,TUNISIA,7000,6162,AUX,GRAND PUBLIC,1 GP - ACTIFS,3153.92,354.395,309.992,0,15450.754,288.12,0.0127,15450.754,0,208.585179
PART,57,Dirigeants et g√É¬©rants dans l'industrie,PRIVE,TUNISIA,TUNISIA,7000,3078,PRINCIPAL,HAUT DE GAMME,2 PATRIMONIAUX,3105.55,7751.88,0,18107.252,67144.1,30983.74,0.5055,80030.747,1,0
PART,63,El√É¬®ves,N_D,TUNISIA,TUNISIA,7000,2819,PRINCIPAL,HAUT DE GAMME,4 AFFLUENT,1142.39,3379.12,10573.881,0,185751.795,47161.37,0.95,184147.9,1,0
PART,72,Autres cadres sup√É¬©rieurs,PUBLIC,TUNISIA,TUNISIA,7000,4323,NConq,HAUT DE GAMME,4 AFFLUENT,1178.93,3561.471,4236.094,10243.545,18728.843,18139.46,0.7846,28940.168,1,0
PART,63,Autres cadres sup√É¬©rieurs,PUBLIC,TUNISIA,TUNISIA,7000,3639,PRINCIPAL,HAUT DE GAMME,4 AFFLUENT,3341.19,4950.409,0,3623.053,61587.679,6457.41,0.1122,58417.146,1,0
