MARCHE,CLT AGE,PROFESSION,CLT PUB/PRIV,NATIONALITE,RES,CLT CATEGORIE,PTF,TYPE PTF,SEGMENT,SOUS_SEG,CLT REV MENS NET,MMM,VOLUME DES REVENUS,CREDIT CONSO,CREDIT IMMO,ENC DEBIT,PD,TOT DES CREDITS,CLASSE DE RISQUE,PRIME_ASSURANCE
PART,42,Cadres moyens dans les autres services,PRIVE,TUNISIA,TUNISIA,7000,4595,PRINCIPAL,HAUT DE GAMME,4 AFFLUENT,885.787,4392.03,12822.405,0,7599.12,0,0.03,7599.12,0,102.58812
PART,47,Chauffeurs de taxis et conducteurs d'automobiles et de camionnettes,PRIVE,TUNISIA,TUNISIA,7000,3353,PRINCIPAL,HAUT DE GAMME,4 AFFLUENT,4000,1215.659,0,1316.089,55360.128,-13492.609,0.03,43183.608,0,582.978708
PART,46,Ing√©nieurs,PRIVE,TUNISIA,TUNISIA,7000,2819,PRINCIPAL,HAUT DE GAMME,4 AFFLUENT,1400,3047.569,295283.9774,0,28429.836,0,0.03,28429.836,0,383.802786
PART,67,Employ√©s de bureau,PUBLIC,TUNISIA,TUNISIA,7000,5760,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI…,1100,1911.837,25746.908,0,5267.312,0,0.03,5267.312,0,71.108712
PART,57,Autres cadres sup√©rieurs,PUBLIC,TUNISIA,TUNISIA,7000,3353,PRINCIPAL,HAUT DE GAMME,4 AFFLUENT,1926,5047.774,4656.306,0,34262.957,0,0.03,34262.957,0,462.5499195
PART,54,Chauffeurs de taxis et conducteurs d'automobiles et de camionnettes,PRIVE,TUNISIA,TUNISIA,7000,3353,PRINCIPAL,HAUT DE GAMME,4 AFFLUENT,1,4836.208,6103.629,27604.218,31491.523,-1430.351,0.03,57665.39,0,778.482765
PART,50,Employ√©s de bureau,PRIVE,TUNISIA,TUNISIA,7000,,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI…,1100,2128.846,3.955,0,258.534,0,0.03,258.534,0,3.490209
PRO,55,Directeurs d'entreprises,N_D,TUNISIA,TUNISIA,6000,6162,PRINCIPAL,CLASSE MOYENNE,3 CM - PRO,2000,24819.639,19631.285,16799.105,113902.843,-3331.402,0.03,127370.546,0,1719.502371
PART,48,Chauffeurs de taxis et conducteurs d'automobiles et de camionnettes,PRIVE,TUNISIA,TUNISIA,7000,2819,PRINCIPAL,HAUT DE GAMME,4 AFFLUENT,3000,4883.778,20237.07,0,77734.371,0,0.03,77734.371,0,1049.414009
PART,47,Cadres moyens dans l'administration publique,PUBLIC,TUNISIA,TUNISIA,7000,4045,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI√â,2942.6,1042.905,0,0,49551.144,29332.61,0.5043,48415.083,1,0
PART,47,Cadres moyens dans les autres services,PRIVE,TUNISIA,TUNISIA,7000,4035,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI√â,4799.98,3171.419,11186.91,0,20445.689,3287.27,0.0562,20439.788,1,0
PART,38,Cadres moyens dans l'administration publique,PUBLIC,TUNISIA,TUNISIA,7000,4206,PRINCIPAL,HAUT DE GAMME,4 AFFLUENT,3092.41,4742.095,0,25351.766,74525.904,42357,0.716,98720.786,1,0
PART,49,Cadres moyens dans les autres services,PRIVE,TUNISIA,TUNISIA,7000,5702,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI√â,4301.99,1820.235,5031.191,0,19852.372,32481.17,0.3865,18551.071,1,0
PART,70,Enseignants de l'enseignement secondaire,PUBLIC,TUNISIA,TUNISIA,7000,4217,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI√â,2828.48,2084.083,712.106,0,82157.304,48402.64,0.8738,79521.767,1,0
PART,51,Directeurs d'entreprises,PRIVE,TUNISIA,TUNISIA,7000,3353,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI…,1,13801.685,6485.628,28989.477,223791.768,-5580.195,0.03,247201.05,0,3337.214175
PART,30,Directeurs d'entreprises,PRIVE,TUNISIA,TUNISIA,7000,3353,PRINCIPAL,HAUT DE GAMME,2 PATRIMONIAUX,2500,18395.136,5842.986,16475.493,160000,0,0.03,176475.493,0,2382.419156
PART,54,Dirigeants et g√©rants dans les services,PRIVE,TUNISIA,TUNISIA,7000,3353,PRINCIPAL,HAUT DE GAMME,2 PATRIMONIAUX,10000,15641.112,19663.0414,2944.303,17864.595,-6990.968,0.03,13817.93,0,186.542055
PRO,48,"Artisans du textile, de l'habillement et assimil√©s",N_D,TUNISIA,TUNISIA,7000,4584,AUX,GRAND PUBLIC,3 GP - PRO,2000,1111.249,16.579,0,32486.075,-3252.871,0.03,29233.204,0,394.648254
PRO,43,"Huissiers de justice, notaires, experts judiciaires et assimil√©s",N_D,TUNISIA,TUNISIA,7000,3639,PRINCIPAL,HAUT DE GAMME,3 PL,6000,56628.879,185923.479,0,99705.709,0,0.03,99705.709,0,1346.027072
PART,47,Dirigeants et g√©rants dans l'industrie,PRIVE,TUNISIA,TUNISIA,7000,3639,PRINCIPAL,HAUT DE GAMME,2 PATRIMONIAUX,5000,22272.407,40313.8507,44866.182,515491.631,0,0.03,560357.813,0,7564.830476
PART,43,Employ√©s de bureau,PUBLIC,TUNISIA,TUNISIA,7000,4045,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI…,1658,2521.417,75.669,2641.626,30482.25,-2397.172,0.03,30726.704,0,414.810504
PART,37,Employ√©s de bureau,PUBLIC,TUNISIA,TUNISIA,7000,,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI…,1856,4117.269,12804.351,0,91053.692,0,0.03,91053.692,0,1229.224842
PART,37,Dirigeants et g√©rants dans l'industrie,PRIVE,TUNISIA,TUNISIA,7000,3353,PRINCIPAL,HAUT DE GAMME,2 PATRIMONIAUX,5000,8368.433,6190.99,11304.945,3576.253,-5290.06,0.03,9591.138,0,129.480363
PART,53,Cadres moyens dans l'administration publique,PUBLIC,TUNISIA,TUNISIA,7000,5760,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI…,906,2835.078,12464.338,0,3484.554,0,0.03,3484.554,0,47.041479
PART,51,Employ√©s de bureau,PRIVE,TUNISIA,TUNISIA,7000,5760,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI…,765,4287.52,22631.79,0,1164.169,0,0.03,1164.169,0,15.7162815
PART,64,Retrait√©s,PUBLIC,TUNISIA,TUNISIA,7000,5760,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI…,2784,3230.885,2367.79,21140.384,11534.329,-1442.525,0.03,31232.188,0,421.634538
PART,52,Cadres moyens dans l'administration publique,PUBLIC,TUNISIA,TUNISIA,7000,5760,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI…,836,973.257,19.712,0,14926.229,-502.143,0.03,14424.086,0,194.725161
PART,49,Directeurs d'entreprises,PRIVE,TUNISIA,TUNISIA,7000,2819,PRINCIPAL,HAUT DE GAMME,2 PATRIMONIAUX,5000,55621.547,28234.976,50585.415,79382.77,-24192.34,0.03,105775.845,0,1427.973908
PART,45,Employ√©s de bureau,PRIVE,TUNISIA,TUNISIA,7000,5760,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI…,900,1651.613,7307.724,0,29780.703,-3.65,0.03,29777.053,0,401.9902155
PRO,49,Commer√ßants dans l'entretien et r√©paration,PRIVE,TUNISIA,TUNISIA,7000,5760,PRINCIPAL,CLASSE MOYENNE,3 CM - PRO,1500,20401.463,14610.665,0,76947.842,-498.648,0.03,76449.194,0,1032.064119
PART,60,Ouvriers dans autres secteurs,PUBLIC,TUNISIA,TUNISIA,7000,6333,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI…,1273,1717.145,2943.027,8229.414,10366.198,-50.6,0.03,18545.012,0,250.357662
PART,27,Cadres sup√É¬©rieurs des services administratifs et financiers,PRIVE,TUNISIA,TUNISIA,7000,4323,NConq,GRAND PUBLIC,2 GP - √âPARGNANT,2185.04,3071.713,8913.369,0,80000,25797.57,0.6104,80000,1,0
PART,55,Agents de la force publique,PUBLIC,TUNISIA,TUNISIA,7000,4024,PRINCIPAL,HAUT DE GAMME,4 AFFLUENT,2010.67,2266.721,2496.949,0,36690.281,41196.74,0.95,36690.281,1,0
PART,38,Cadres moyens dans l'administration publique,PUBLIC,TUNISIA,TUNISIA,7000,4045,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI√â,2246.19,1468.244,75.117,0,45498.791,1450.37,0.0714,45069.756,1,0
PART,53,Agents de la force publique,PUBLIC,TUNISIA,TUNISIA,7000,4045,PRINCIPAL,HAUT DE GAMME,4 AFFLUENT,1690,3531.63,771.805,0,48137.395,-2023.945,0.03,46113.45,0,622.531575
PRO,60,M√©decins sp√©cialistes,PRIVE,TUNISIA,TUNISIA,7000,3639,PRINCIPAL,HAUT DE GAMME,3 PL,4750,2124.649,5556.797,0,36838.704,0,0.03,36838.704,0,497.322504
PRO,45,"Coiffeurs, esth√©ticiens et assimil√©s",N_D,TUNISIA,TUNISIA,6000,5760,AUX,GRAND PUBLIC,3 GP - PRO,2000,1429.276,100.011,0,60372.302,-1236.157,0.03,59136.145,0,798.3379575
PART,40,Cadres moyens dans l'administration publique,PUBLIC,TUNISIA,TUNISIA,7000,5702,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI…,1132,1259.344,1474.432,0,27407.893,-1498.307,0.03,25909.586,0,349.779411
PRO,52,Artisans du bois et assimil√©s,N_D,TUNISIA,TUNISIA,7000,5702,PRINCIPAL,CLASSE MOYENNE,3 CM - PRO,15000,9084.741,64.885,21256.179,33803.896,-2635.115,0.03,52424.96,0,707.73696
PART,68,Enseignants de l'enseignement primaire,PUBLIC,TUNISIA,TUNISIA,7000,4212,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI√â,2035.37,2007.228,18.24,0,70161.79,38576.24,0.95,66361.401,1,0
PART,68,Enseignants de l'enseignement secondaire,PUBLIC,TUNISIA,TUNISIA,7000,3078,PRINCIPAL,HAUT DE GAMME,4 AFFLUENT,3759.1,4349.063,9042.558,0,61013.442,12772.93,0.2008,61013.442,1,0
PART,57,Cadres moyens dans l'administration publique,PUBLIC,TUNISIA,TUNISIA,7000,4584,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI√â,2766.15,1267.531,76.184,6450.314,23872.529,14310.69,0.2779,30322.843,1,0
PRO,56,Commer√ßants (autres),N_D,TUNISIA,TUNISIA,6000,3078,PRINCIPAL,HAUT DE GAMME,5 HG - PRO,3000,164017.692,14595.522,20710.299,131935.468,-1751.001,0.03,150894.766,0,2037.079341
TRE,44,Ouvriers dans autres secteurs,PRIVE,TUNISIA,MAURITANIA,7150,2819,PRINCIPAL,TRE,1 TRE - HG,2000,26833.4602,275012.059,0,4023.335,0,0.03,4023.335,0,54.3150225
PART,47,Cadres moyens dans les autres services,PRIVE,TUNISIA,TUNISIA,7000,5702,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI…,,4416.837,25581.962,0,17852.662,0,0.03,17852.662,0,241.010937
PART,59,Employ√©s de bureau,PUBLIC,TUNISIA,TUNISIA,7000,4045,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI…,586,1144.631,170.818,0,12240.243,-32.157,0.03,12208.086,0,164.809161
PART,52,Agents de la force publique,PUBLIC,TUNISIA,TUNISIA,7000,3639,PRINCIPAL,HAUT DE GAMME,4 AFFLUENT,2432,4915.071,0,8114.968,66670.79,-117.619,0.03,74668.139,0,1008.019877
PART,60,Employ√©s de bureau,PUBLIC,TUNISIA,TUNISIA,7000,5760,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI…,1360,3689.828,11074.026,5277.08,16241.579,0,0.03,21518.659,0,290.5018965
PART,48,Employ√©s de bureau,PUBLIC,TUNISIA,TUNISIA,7000,4212,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI…,2326,2524.845,302.089,5417.169,55101.845,0,0.03,60519.014,0,817.006689
PART,51,Enseignants de l'enseignement primaire,PUBLIC,TUNISIA,TUNISIA,7000,4212,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI…,1726,2007.228,18.24,0,70161.79,-3800.389,0.03,66361.401,0,895.8789135
PART,40,Enseignants de l'enseignement secondaire,PUBLIC,TUNISIA,TUNISIA,7000,4045,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI…,1995,3115.442,1759.179,0,81315.867,-2465.24,0.03,78850.627,0,1064.483465
PART,47,Ouvriers dans autres secteurs,PUBLIC,TUNISIA,TUNISIA,7000,4206,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI…,1224,1046.457,1107.518,0,47727.542,-1468.151,0.03,46259.391,0,624.5017785
PART,49,Dirigeants et g√©rants dans les services,PRIVE,TUNISIA,TUNISIA,7000,4206,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI…,2488,1814.587,3372.457,0,55217.773,0,0.03,55217.773,0,745.4399355
PRO,52,Commer√ßants dans l'alimentation g√©n√©rale,N_D,TUNISIA,TUNISIA,7000,5702,PRINCIPAL,HAUT DE GAMME,5 HG - PRO,7000,35372.966,7900.614,0,18747.423,-5468.855,0.03,13278.568,0,179.260668
PART,43,Cadres moyens dans l'administration publique,PUBLIC,TUNISIA,TUNISIA,7000,4206,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI…,1960,2127.203,17.678,0,78971.986,-428.489,0.03,78543.497,0,1060.33721
PRO,46,M√©decins dentistes,PRIVE,TUNISIA,TUNISIA,6000,2819,PRINCIPAL,HAUT DE GAMME,3 PL,8000,4157.142,15213.3498,13462.712,146940.1,-13420.17,0.03,146982.642,0,1984.265667
PART,56,Cadres moyens dans l'administration publique,PUBLIC,TUNISIA,TUNISIA,7000,4045,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI…,1328,1468.244,75.117,0,45498.791,-429.035,0.03,45069.756,0,608.441706
PRO,50,Commer√ßants (autres),PRIVE,TUNISIA,TUNISIA,7000,5686,PRINCIPAL,CLASSE MOYENNE,3 CM - PRO,7000,17621.816,0,4908.37,58670.736,-5578.38,0.03,58000.726,0,783.009801
PART,59,Cadres moyens dans l'administration publique,PUBLIC,TUNISIA,TUNISIA,7000,4045,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI…,1190,3843.77,16.653,2558.647,21410.32,-1802.299,0.03,22166.668,0,299.250018
PRO,60,M√©decins g√©n√©ralistes,PRIVE,TUNISIA,TUNISIA,7000,3639,PRINCIPAL,HAUT DE GAMME,3 PL,650,9325.717,5694.966,2282.062,20027.799,-2244.068,0.03,20065.793,0,270.8882055
PART,50,Enseignants de l'enseignement primaire,PUBLIC,TUNISIA,TUNISIA,7000,4045,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI…,2017,2017.154,13.536,4067.219,74993.147,-1653.096,0.03,77407.27,0,1044.998145
PART,54,Cadres moyens dans l'administration publique,PUBLIC,TUNISIA,TUNISIA,7000,5686,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI…,1000,2062.201,26886.87,0,24572.828,0,0.03,24572.828,0,331.733178
PART,48,Cadres moyens dans les autres services,PRIVE,TUNISIA,TUNISIA,7000,5702,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI…,1218,1820.235,5031.191,0,19852.372,-1301.301,0.03,18551.071,0,250.4394585
PART,49,Autres cadres sup√©rieurs,PUBLIC,TUNISIA,TUNISIA,7000,3639,PRINCIPAL,HAUT DE GAMME,4 AFFLUENT,3145,5123.992,4219.206,17336.945,73918.595,-144.99,0.03,91110.55,0,1229.992425
PART,54,Cadres moyens dans l'administration publique,PUBLIC,TUNISIA,TUNISIA,7000,4212,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI…,2187,2553.158,45.393,5092.252,33694.746,0,0.03,38786.998,0,523.624473
PART,40,Autres cadres sup√©rieurs,PRIVE,TUNISIA,TUNISIA,7000,3639,PRINCIPAL,HAUT DE GAMME,2 PATRIMONIAUX,4842.13,11353.086,411.913,0,102282.902,0,0.03,102282.902,0,1380.819177
PART,53,Cadres moyens dans les autres services,PRIVE,TUNISIA,TUNISIA,7000,5702,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI…,1331,2421.047,0,0,25899.095,-1060.266,0.03,24838.829,0,335.3241915
PART,45,Employ√©s de bureau,PUBLIC,TUNISIA,TUNISIA,7000,4575,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI…,935,942.567,0,0,42560.209,-1843.518,0.03,40716.691,0,549.6753285
PRO,73,Directeurs d'entreprises,N_D,TUNISIA,TUNISIA,6000,4575,PRINCIPAL,CLASSE MOYENNE,3 CM - PRO,0,16482.732,17755.473,0,19818.194,0,0.03,19818.194,0,267.545619
PART,44,Ouvriers dans l'industrie,PRIVE,TUNISIA,TUNISIA,7000,4189,NConq,HAUT DE GAMME,2 PATRIMONIAUX,5000,4113.287,2735.04,0,46723.55,0,0.03,46723.55,0,630.767925
PART,40,Employ√©s de bureau,PUBLIC,TUNISIA,TUNISIA,7000,4045,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI…,2122,2609.6,34467.377,0,43771.127,-39.012,0.03,43732.115,0,590.3835525
PRO,51,Conseillers et consultants,N_D,TUNISIA,TUNISIA,7000,4575,PRINCIPAL,HAUT DE GAMME,3 PL,2500,3752.877,2797.732,17430.929,9811.041,-1943.697,0.03,25298.273,0,341.5266855
PART,51,Employ√©s de bureau,PUBLIC,TUNISIA,TUNISIA,7000,4206,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI…,2023,1614.595,3957.02,5000,20438.589,-219.486,0.03,25219.103,0,340.4578905
PART,50,Autres cadres sup√©rieurs,PUBLIC,TUNISIA,TUNISIA,7000,4317,PRINCIPAL,HAUT DE GAMME,2 PATRIMONIAUX,5000,5494.668,5959.06,0,189826.897,-497.733,0.03,189329.164,0,2555.943714
PART,38,Agents de la force publique,PUBLIC,TUNISIA,TUNISIA,7000,4045,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI…,2375,2201.626,14.401,5533.156,93651.36,-1822.868,0.03,97361.648,0,1314.382248
PART,59,Employ√©s de bureau,PUBLIC,TUNISIA,TUNISIA,7000,4045,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI…,757,1092.049,18.214,0,31433.72,-1843.245,0.03,29590.475,0,399.4714125
PART,56,Cadres moyens dans l'administration publique,PUBLIC,TUNISIA,TUNISIA,7000,4206,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI…,1129,1008.699,1079.915,0,24026.603,-875.357,0.03,23151.246,0,312.541821
PART,46,M√©decins de la fonction publique et assimil√©s,PUBLIC,TUNISIA,TUNISIA,7000,4317,PRINCIPAL,HAUT DE GAMME,4 AFFLUENT,2700,12223.769,89275.479,0,49366.059,0,0.03,49366.059,0,666.4417965
PART,58,Employ√©s de bureau,PUBLIC,TUNISIA,TUNISIA,7000,3567,PRINCIPAL,HAUT DE GAMME,2 PATRIMONIAUX,2145,18262.787,5793.66,16933.298,9132.628,0,0.03,26065.926,0,351.890001
PART,54,Cadres moyens dans l'administration publique,PUBLIC,TUNISIA,TUNISIA,7000,4206,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI…,2196,1968.893,71.926,0,95170.733,-2431.823,0.03,92738.91,0,1251.975285
PART,63,Directeurs d'entreprises,PRIVE,TUNISIA,TUNISIA,7000,3639,PRINCIPAL,HAUT DE GAMME,2 PATRIMONIAUX,2000,13763.39,16830.7991,0,63871.369,0,0.03,63871.369,0,862.2634815
PART,52,Autres cadres sup√©rieurs,PUBLIC,TUNISIA,TUNISIA,7000,3639,PRINCIPAL,HAUT DE GAMME,4 AFFLUENT,4252,4950.409,0,3623.053,61587.679,-6793.586,0.03,58417.146,0,788.631471
PRO,45,Commer√ßants dans l'alimentation g√©n√©rale,N_D,TUNISIA,TUNISIA,6000,4045,PRINCIPAL,CLASSE MOYENNE,3 CM - PRO,15000,14083.024,0,26568.014,24974.723,-18930.944,0.03,32611.793,0,440.2592055
PART,49,Employ√©s de bureau,PUBLIC,TUNISIA,TUNISIA,7000,4045,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI…,1015,1079.49,282.191,0,47035.818,-197.291,0.03,46838.527,0,632.3201145
TRE,40,Enseignants de l'enseignement secondaire,PUBLIC,TUNISIA,UNITED ARAB EMIRATES,7150,4317,PRINCIPAL,TRE,1 TRE - HG,13315,2534.46,86.513,0,154916.217,-1928.874,0.03,152987.343,0,2065.329131
PART,56,Employ√©s de bureau,PUBLIC,TUNISIA,TUNISIA,7000,4045,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI…,1194,1073.534,76.691,8886.694,13936.678,-558.392,0.03,22264.98,0,300.57723
PART,46,Cadres moyens dans l'administration publique,PUBLIC,TUNISIA,TUNISIA,7000,5702,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI…,1242,3513.74,8243.779,0,96235.085,-1732.588,0.03,94502.497,0,1275.78371
PART,43,Employ√©s de bureau,PUBLIC,TUNISIA,TUNISIA,7000,4045,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI…,690,1184.068,22.493,0,20377.536,-1826.93,0.03,18550.606,0,250.433181
PART,50,Employ√©s de bureau,PUBLIC,TUNISIA,TUNISIA,7000,4317,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI…,1081,944.504,247.778,0,45260.093,-1457.626,0.03,43802.467,0,591.3333045
PART,63,Autres cadres sup√©rieurs,PUBLIC,TUNISIA,TUNISIA,7000,4317,PRINCIPAL,HAUT DE GAMME,4 AFFLUENT,5406,5162.755,9685.128,12943.03,71139.64,0,0.03,84082.67,0,1135.116045
PRO,58,M√©decins g√©n√©ralistes,N_D,TUNISIA,TUNISIA,6000,3567,PRINCIPAL,HAUT DE GAMME,3 PL,2000,8282.688,0,81642.688,22709.858,-4128.625,0.03,100223.921,0,1353.022934
PRO,53,Dirigeants et g√©rants dans le transport,N_D,TUNISIA,TUNISIA,6000,4575,PRINCIPAL,HAUT DE GAMME,3 PL,6500,185874.73,7023.515,0,38688.621,-1478.051,0.03,37210.57,0,502.342695
PART,53,Cadres moyens dans l'administration publique,PUBLIC,TUNISIA,TUNISIA,7000,4045,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI…,1142,1042.905,0,0,49551.144,-1136.061,0.03,48415.083,0,653.6036205
PART,38,Agents de la force publique,PUBLIC,TUNISIA,TUNISIA,7000,4045,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI…,2289,4421.68,32810.36,11388.23,66386.858,0,0.03,77775.088,0,1049.963688
PART,60,Employ√©s de bureau,PUBLIC,TUNISIA,TUNISIA,7000,4045,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI…,340,1411.472,19.803,3313.081,13237.774,-1610.149,0.03,14940.706,0,201.699531
PRO,45,Commer√ßants dans l'entretien et r√©paration,N_D,TUNISIA,TUNISIA,7000,5702,PRINCIPAL,HAUT DE GAMME,5 HG - PRO,7000,9718.898,3624.149,20166.92,42841.068,0,0.03,63007.988,0,850.607838
PART,48,Employ√©s de bureau,PUBLIC,TUNISIA,TUNISIA,7000,4045,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI…,1266,1474.909,3553.788,0,33463.189,-1033.608,0.03,32429.581,0,437.7993435
PART,53,Employ√©s de bureau,PUBLIC,TUNISIA,TUNISIA,7000,4045,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI…,1530,2231.226,0,0,47127.994,-227.847,0.03,46900.147,0,633.1519845
PART,42,Employ√©s de bureau,PUBLIC,TUNISIA,TUNISIA,7000,4045,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI…,1343,1390.3,74.769,1873.669,51118.097,-1638.656,0.03,51353.11,0,693.266985
PART,43,Employ√©s de bureau,PUBLIC,TUNISIA,TUNISIA,7000,4045,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI…,1788,2163.217,0,7409.361,62706.238,-48.528,0.03,70067.071,0,945.9054585
PART,53,Directeurs d'entreprises,PRIVE,TUNISIA,TUNISIA,7000,3639,PRINCIPAL,HAUT DE GAMME,2 PATRIMONIAUX,641,2052.197,67.465,26991.553,138342.018,-2829.252,0.03,162504.319,0,2193.808307
PRO,50,Agriculteurs,PUBLIC,TUNISIA,TUNISIA,7000,4575,PRINCIPAL,GRAND PUBLIC,3 GP - PRO,1780,1859.178,51.958,4685.164,32667.323,0,0.03,37352.487,0,504.2585745
PART,46,Enseignants de l'enseignement secondaire,PUBLIC,TUNISIA,TUNISIA,7000,6149,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI…,1312,1957.933,71802.013,0,46773.264,0,0.03,46773.264,0,631.439064
PART,63,Cadres moyens dans l'administration publique,PUBLIC,TUNISIA,TUNISIA,7000,4045,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI…,2274,2365.498,0,12008.489,94335.938,-3036.515,0.03,103307.912,0,1394.656812
PART,38,Agents de la force publique,PUBLIC,TUNISIA,TUNISIA,7000,4024,PRINCIPAL,HAUT DE GAMME,4 AFFLUENT,1089,2266.721,2496.949,0,36690.281,0,0.03,36690.281,0,495.3187935
PART,38,Agents de la force publique,PUBLIC,TUNISIA,TUNISIA,7000,4575,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI…,1950,2245.334,512.28,0,73372.544,-681.006,0.03,72691.538,0,981.335763
PART,49,Cadres moyens dans l'administration publique,PUBLIC,TUNISIA,TUNISIA,7000,4206,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI…,1979,2061.575,1293.42,0,82017.565,-533.531,0.03,81484.034,0,1100.034459
PART,48,Employ√©s de bureau,PUBLIC,TUNISIA,TUNISIA,7000,4045,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI…,1752,2341.674,58.698,1233.539,40854.49,-166.863,0.03,41921.166,0,565.935741
PART,54,Cadres moyens dans l'administration publique,PUBLIC,TUNISIA,TUNISIA,7000,4045,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI…,2181,1764.908,3833.654,15000,26141.003,0,0.03,41141.003,0,555.4035405
PART,44,Cadres moyens dans l'administration publique,PUBLIC,TUNISIA,TUNISIA,7000,4045,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI…,2606,2020.102,10.701,0,86638.078,-2922.123,0.03,83715.955,0,1130.165393
PART,49,Hauts fonctionnaires de l'administration publique,PUBLIC,TUNISIA,TUNISIA,7000,4317,PRINCIPAL,HAUT DE GAMME,4 AFFLUENT,2802,5986.21,24219.306,0,67226.627,0,0.03,67226.627,0,907.5594645
PART,42,Cadres moyens des services administratifs et financiers,PUBLIC,TUNISIA,TUNISIA,7000,4045,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI…,2051,2418.349,360.055,0,32976.393,0,0.03,32976.393,0,445.1813055
PART,40,Employ√©s de bureau,PUBLIC,TUNISIA,TUNISIA,7000,4045,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI…,1757,1671.321,17.146,0,63124.374,-1859.638,0.03,61264.736,0,827.073936
PART,46,Employ√©s de bureau,PUBLIC,TUNISIA,TUNISIA,7000,4045,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI…,1252,1461.492,93.292,1569.486,45552.73,-1812.44,0.03,45309.776,0,611.681976
PART,49,Employ√©s de bureau,PUBLIC,TUNISIA,TUNISIA,7000,4045,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI…,990,1009.825,35.809,1657.104,32336.019,-898.077,0.03,33095.046,0,446.783121
PART,60,Agents de la force publique,PUBLIC,TUNISIA,TUNISIA,7000,4212,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI…,2509,2411.114,3506.067,0,84390.084,-4086.404,0.03,80303.68,0,1084.09968
